사업장명,소재지전화,소재지전체주소,좌표정보(x),좌표정보(y)
한겨레2 체육관,353-8201,대구광역시 북구 침산동 372-3번지 동아침산무지개 109동 202호,343324.761763,266348.323417
길라잡이 침산 태권도장,354-6621,대구광역시 북구 침산동 293-4 (5층),343606.30382,266665.237262
계명대 북구 차오름 태권도장,952-3522,대구광역시 북구 복현동 265번지 5층,346548.808945,267659.039324
좋은친구 태권스쿨,354-7942,대구광역시 북구 침산동 105-1번지 침산코오롱하늘채아파트 상가동 B101호,344079.610017,266230.917262
서변태권도,951-1544,대구광역시 북구 서변동 1795번지 월드메르디앙 721동,344156.813913,269773.998506
일성체육관,383-3966,대구광역시 북구 검단동 1079-6번지,346681.781197,269424.124298
슈퍼영웅 태권도,053-326-1988,대구광역시 북구 사수동 826번지,336285.800113,267574.032921
송무 태권도,942-0505,대구광역시 북구 대현동 390-19번지 4층,345153.522889,265745.23665
선인태권도장 (2관),355-3019,대구광역시 북구 노원동1가 6-16 (지상3층),342639.15549,266675.12266
드림워커 상용 스포츠센터,941-0592,"대구광역시 북구 산격동 1228-1번지 2,3층",344865.140931,267458.664264
북구 푸름태권도장,321-5870,대구광역시 북구 태전동 1008-8번지 (2층),339875.749687,271105.439627
강북2태권도장,053-322-3011,대구광역시 북구 읍내동 1366-3번지 코스모스한양아파트 상가동 301호,340106.96759,271439.157273
태권도자병체육관,943-3990,대구광역시 북구 복현동 459-3번지,346134.666339,267161.167855
K&P 태권도장,053-383-2630,대구광역시 북구 복현동 539-17,345799.529225,267733.193865
e그린 바람소리 태권도장,311-4450,대구광역시 북구 동천동 914번지 부영그린타운 상가동 지하101호,340840.420382,272271.250409
학산2태권도장,313-6202,"대구광역시 북구 사수동 837번지 대구금호LH천년나무1단지 상가동 203, 204, 205호",336741.796869,267495.945044
MTA금호태권도장,053 322 5579,대구광역시 북구 사수동 799번지 402호,336497.101176,267900.501934
계명대 천하무적 태권도장,053-323-4732,대구광역시 북구 사수동 855번지 5층,336407.434086,267336.658545
레드짐 복싱클럽,070-7622-6086,대구광역시 북구 복현동 249-2번지,346626.911211,267315.741094
대산태권도체육관,952-6893,대구광역시 북구 산격동 748-10번지 4층,344073.504624,267744.24396
태영태권도장,952-1764,대구광역시 북구 복현동 424-5번지,345947.610091,267259.509985
성광태권도체육관,951-2998,대구광역시 북구 서변동 1793번지 화성리버파크 상가 208동 201.202호,344131.999912,270016.25368
정훈태권도장,314-2999,대구광역시 북구 태전동 547-5번지 3층,339832.21572,269835.396431
학사태권도,383-8114,"대구광역시 북구 산격동 500-1번지 산격대우아파트상가 202동 302,303,306호",345383.649328,267901.294823
거송타이거즈 태권도장,053-323-4623,대구광역시 북구 관음동 599,339277.647402,271913.852611
예도검도관,323-9817,대구광역시 북구 구암동 649-4번지 5층,340389.324731,271257.221204
백룡체육관,312-8428,대구광역시 북구 팔달동 52번지 청구2001상가 402호,339258.631613,267573.910916
한겨레체육관,351-2186,대구광역시 북구 침산동 400-1번지,343217.086827,266372.885505
강북검도관,326-0505,대구광역시 북구 구암동 784-3,341515.755586,272300.210362
단국대 튼튼i 태권도장,053-356-8879,대구광역시 북구 침산동 363-7번지 3층,343238.658165,266597.160107
복싱마스터,053-323-1277,대구광역시 북구 태전동 155-35 2층,339329.156037,270293.242782
계명대K태권도장,053-322-4777,대구광역시 북구 태전동 1103번지 태전휴먼시아 제주상가동 205호,339410.357264,269057.215113
블랙벨트 태권도장,358-6700,대구광역시 북구 칠성동2가 127번지 성광우방타운,343728.419,265773.314268
강북 국가대표 유도관,053-311-0013,대구광역시 북구 관음동 1383-11,339739.208827,272099.180421
독수리 태권도장,053-355-7989,대구광역시 북구 침산동 473-1번지,343293.467414,266758.595001
이정희검도관,382-5525,대구광역시 북구 복현동 539-122번지,345814.372497,267617.320945
한진태권도체육관,053-324-2778,대구광역시 북구 관음동 1284-9,339551.60066,272731.851798
동화체육관,053-322-5995,대구광역시 북구 관음동 1383-10,339743.698656,272116.815685
다원태권도장,324-8880,대구광역시 북구 구암동 769-4번지,341069.14087,272397.402744
드래곤 짐 부림태권도장,381-5977,대구광역시 북구 복현동 539-106번지,345966.073058,268211.780614
산격태권도,941-1010,대구광역시 북구 산격동 1422-21번지 3층,344861.568251,267266.467397
강동태권도,323-8030,대구광역시 북구 구암동 695-1번지 동서영남아파트 107동 202호,340728.770316,271129.296804
한솔태권도,325-3022,대구광역시 북구 국우동 1109-3번지,342100.376385,273134.589051
용인대보라매체육관,325-5082,대구광역시 북구 읍내동 1366-2번지,340126.10647,271586.559499
영남대 라이온즈 태권도장,202-4410,대구광역시 북구 학정동 971-2번지 현진빌딩 4층,341369.243034,273103.309324
북구 드림 태권도장,321-4793,대구광역시 북구 관음동 1370,339180.112254,271678.347299
성광태권도장(본관),943-2990,대구광역시 북구 동변동 697번지 U대회선수촌1단지 상가 118동 지하1호,344791.847076,269741.98208
그랜드무예태권도장 2관,325-6745,대구광역시 북구 국우동 1079,341167.896351,272775.300038
학산 태권도장,321-0030,대구광역시 북구 관음동 209,339346.913909,272500.8583
도복소리 태권도장 2호점,952-5659,대구광역시 북구 동변동 682번지 유니버시아드선수촌2단지 상가 225동 지하층호,344573.345771,269520.06103
계명대 바람소리 태권도장,323-9683,대구광역시 북구 구암동 655-3 112동 203호,340406.60082,271072.418742
최강웅비태권도,958-5554,대구광역시 북구 서변동 1772 동서리치모아 116동 301(3층)호,344127.426144,270420.089541
강북태권도장,326-5123,대구광역시 북구 구암동 789번지 지하상가 101호,341020.841698,271702.691848
슈퍼스타 태권도장,326-8898,대구광역시 북구 구암동 784-1 (지상5층),341488.676936,272322.969045
선인3체육관,324-1191,대구광역시 북구 구암동 789-2번지,341164.597863,271569.743492
정승훈태권도단,955-7677,대구광역시 북구 서변동 1751-14번지 2층,344020.498707,270086.359649
대산권투체육관,323-8625,대구광역시 북구 읍내동 774-4번지 5층,339817.357399,272566.327019
계명대 푸른나무태권도장,311-1357,대구광역시 북구 동천동 934-5번지 (지상5층),340643.863357,271827.864077
화성3태권도 체육관,325-3788,대구광역시 북구 동천동 890번지 칠곡네스빌상가301/201,340688.284548,272811.524446
점프태권도장,053-354-4505,대구광역시 북구 고성동3가 64-1번지,342918.328975,265917.041325
한라무예태권스쿨,326-1171,대구광역시 북구 학정동 974번지,341250.323895,273141.838526
학정 리틀타이거즈 태권스쿨,313-4747,대구광역시 북구 학정동 976-2번지,341326.69379,273074.485692
한누리태권도장,311-0922,대구광역시 북구 태전동 329-2번지 (4층),339076.7364,270804.890243
계명대지구태권도,321-5705,대구광역시 북구 국우동 1109-1번지 301호,342131.097382,273154.517513
영남대석사청아람태권도,322-0856,대구광역시 북구 학정동 925번지 학정청아람APT 상가 212호,341334.6101,273712.082489
계명대북대구태권도,323-2008,대구광역시 북구 매천동 741 상가1동  2층,339401.31576,268552.162253
미르체육관,942-0577,대구광역시 북구 복현동 340-35 2층,346339.241682,267076.390146
관문태권도,314-1950,대구광역시 북구 태전동 1103번지 태전휴먼시아1단지 주상가 303~305호,339410.357264,269057.215113
계명대 무성태권도,292-9929,대구광역시 북구 노원동3가 1004-4번지 1층,341624.388879,266940.665436
북대구 체육관,314-9333,대구광역시 북구 태전동 749-22번지 남향아파트 상가 3층,339545.692288,269282.952073
미르태권스쿨,053-951-3379,대구광역시 북구 서변동 1724번지 서변청아람아파트 108동 지하1호,344029.924271,270947.744861
마루한 태권도장,322-3665,대구광역시 북구 읍내동 471-1번지 4층,340147.623788,273037.120136
그랜드무예 태권도장,326-1677,대구광역시 북구 구암동 784-2 5층,341502.268005,272311.629065
아라한 태권도,353-6682,대구광역시 북구 칠성동2가 715번지 칠성휴먼시아 상가동 301호,343680.311178,265487.37503
윤주현우슈쿵푸아카데미,053-952-5434,대구광역시 북구 동변동 325번지 3층,344512.680174,270170.103354
세계로 태권도,053-325-7955,대구광역시 북구 태전동 169-2번지,339201.745044,269601.26568
계명대 포세이돈 태권도장,311-1222,대구광역시 북구 동천동 908-4번지 3층,340723.605254,272441.47305
협화검도관,355-5586,대구광역시 북구 침산동 241-1번지 5층,343652.741127,266304.469409
한판유도관,202-3377,대구광역시 북구 복현동 460-3번지 5층,346229.121893,267079.082696
GOOD BOXING,270-9977,대구광역시 북구 구암동 653-4 3층,340386.708582,271229.140171
용인대 복싱클럽,941-1718,대구광역시 북구 서변동 1783-7번지 6층,344255.892616,270209.50299
퀸스핏,325-1360,대구광역시 북구 학정동 971-3번지 4층,341366.972502,273086.875929
푸름태권도장,959-5523,대구광역시 북구 복현동 694번지 복현푸르지오상가 401동 403호,346928.307946,266888.207176
용인대 아이키즈 태권도장,352-7382,대구광역시 북구 침산동 226-1번지 1층,343705.408238,266333.572773
삼우 태권도,042-528-8407,대전광역시 서구 갈마동 427-21번지 4층,232814.91959,315597.128891
MTA 우리 태권도,042-524-8182,대전광역시 서구 갈마동 1434번지 2층,233744.069405,316346.63225
BMMA,042-544-1231,대전광역시 서구 관저동 1404 502호,230558.298817,310913.789744
다윗복싱주식회사,042-535-8688,대전광역시 서구 도마동 24-7 4층,233206.084297,313762.198471
연세 이글 삼우태권도,042-489-7775,대전광역시 서구 만년동 6번지 2층,233524.330865,318586.734785
니하오 우슈쿵푸 체육아카데미,543-9800,대전광역시 서구 관저동 1758번지 401호,230172.420142,311387.83405
샘머리태권도,484-0886,대전광역시 서구 둔산동 907번지 샘머리아파트 상록스토아 4층,235093.765112,318134.156804
희망태권도체육관,042-488-8852,대전광역시 서구 만년동 1번지 상아아파트 상가동 202호,233861.515164,318836.351938
용문체육관,533-7988,대전광역시 서구 용문동 282-1번지 2층,235258.53813,314863.971667
엘리트 태권도장,542-2910,대전광역시 서구 가수원동 776-1번지 2층,231430.500339,311119.411417
용인대 변동태권도,042-532-7676,대전광역시 서구 변동 40-5번지 2층,234500.202003,313766.600905
라이온킹 용인대 태권도장,042-477-7888,대전광역시 서구 갈마동 262-12번지 행복한집,233104.486812,317208.413459
아리랑 태권도,042-541-1522,대전광역시 서구 가수원동 849번지 401호,231141.558282,311994.423344
MTA 하늘태권도,042-541-9400,대전광역시 서구 관저동 1754번지 302호,230172.432823,311519.862557
경성스포츠아트스쿨,524-0162,대전광역시 서구 괴정동 110-20번지,233893.112634,315172.874996
성무검도관,042-483-4520,대전광역시 서구 월평동 278번지 영일빌딩(5층),233790.477696,317843.35059
우주태권도체육관,583-0039,대전광역시 서구 도마동 184-15번지,234041.697009,312439.332904
대한태권도장,042-535-5110,대전광역시 서구 변동 40-25번지 2층,234487.024958,313733.355201
경성스포츠아트스쿨2관,524-0162,대전광역시 서구 괴정동 110-9번지,233928.801547,315156.683072
태권사랑푸르미르,042-524-6885,대전광역시 서구 도마동 211 경남상가 3층 5호,233063.895905,313505.731511
블루밍 태권도장,527-3377,대전광역시 서구 내동 2 맑은아침아파트 상가동 304호,234136.961457,314779.556082
우슈진식태극권,487-9984,대전광역시 서구 둔산동 1001번지 6층,233840.171456,317180.950087
용인대태권도스포츠클럽,0424837278,"대전광역시 서구 둔산동 1809번지 국화아파트 우성상가 204,205,206호",235601.966296,317086.727397
나르샤 태권도,0425458880,대전광역시 서구 도안동 1369번지 근린생활시설동 206호,231091.534743,312807.151997
무궁화태권도장 차오름관,042-542-4913,대전광역시 서구 가수원동 847번지,231131.226492,312027.995317
드림하이태권도,042-488-6705,대전광역시 서구 월평동 293번지 5층호,233756.336438,317674.794204
충효 태권도장,042-472-1510,대전광역시 서구 탄방동 826번지,234983.75,316255.16
