사업장명,소재지전화,소재지전체주소
용인대 명문 태권도장,032-462-1535,인천광역시 남동구 구월동 1313
(주) 참좋은태권도,070-7520-6158,인천광역시 남동구 구월동 1278-28 3층
마전UTC태권스쿨,032)564-9918,인천광역시 서구 마전동 634-5
ANT 용인대 태권도,565-9503,인천광역시 서구 마전동 검단2지구 3블럭 4-3롯트(2층)
KTI 태권도장(검단경희인성관),032)569-6955,인천광역시 서구 마전동 검단2지구 59블럭 검단1차피오레 제상가 B동116호
관인 연세대태풍태권도 체육관,032-433-4846,인천광역시 남동구 논현동 109-198 201호
용인대 금빛 비상 태권도장,0324239004,인천광역시 남동구 간석동 2블록 간석엘에이치2단지 2상가동 202~4호
HEAT GYM,032-323-6626,인천광역시 남동구 만수동 868-50 4층
인하 라온태권도장,812-4040,인천광역시 연수구 연수동 534
경호체육관,813-9085,인천광역시 연수구 연수동 533
국가대표 구월서 태권도장,032-422-6513,인천광역시 남동구 구월동 1103-23
구월 검도관,032-224-0440,인천광역시 남동구 구월동 1206-7번지
한국체대 복싱클럽(서창점),032-472-1278,인천광역시 남동구 서창동 707-3 로데오프라자 503~4호
한국체육대학교 글로벌태권도장,834-6687,인천광역시 연수구 옥련동 633 현대아파트 상가동 201호
공봉호 아이쎈 복싱스쿨,747-1357,인천광역시 중구 운서동 2797-4 대원프라자 502호
대한제2체육관,933-9320,인천광역시 강화군 선원면 창리 628-11번지
청솔초아 태권도장,032-467-9316,인천광역시 남동구 구월동 1225-36 롯데프라자 1차 403호
브레인복싱,464-9090,인천광역시 남동구 만수동 948-2번지 5층
전무검도관,428-9880,인천광역시 미추홀구 주안동 929-11
용인대석사정무체육관,431-3114,인천광역시 부평구 십정동 299번지 3층
창공태권도전문교육기관,471-4667,인천광역시 남동구 구월동 279-3 메인프라자 3층
슈퍼 아이 태권도,562-7771,인천광역시 서구 청라동 162-10 진영메디피아 601호
초은 스탈릿 백호 태권도장,562-8400,인천광역시 서구 청라동 185-1 청라 힐데스하임
라온태권도,566-7575,"인천광역시 서구 왕길동 오류지구 60블럭 4,5로트 2층"
용인대해원태권도장,576-9500,인천광역시 서구 청라동 103-2 청라골드클래스
영복싱클럽,571-0533,인천광역시 서구 가정동 516-8번지 3층
고니복싱,564-3199,인천광역시 서구 검암동 520-8번지 301호
행복한동행 왕호태권도장,564-7010,인천광역시 서구 검암동 501-1
홍재태권도체육관,032-884-3481,인천광역시 중구 율목동 1-33번지 3층
연세튼튼체육관,032-746-7788,"인천광역시 중구 운남동 1550번지 50블럭 1롯트 영종자이아파트상가 B동 301호,302호,303호"
국가대표 금메달 태권도장,752-8891,인천광역시 중구 중산동 1872-1번지 신명스카이뷰주얼리 상가2동 제1층 101~105호
경희대 석사 백호 태권도장,032-937-5559,인천광역시 강화군 길상면 온수리 615-6번지 모아부동산
인하서태권도장,867-8363,인천광역시 미추홀구 학익동 37-9번지
강호합기도,883-3593,인천광역시 미추홀구 용현동 611-40번지
인하 논현 태권도장,032-446-0896,인천광역시 남동구 논현동 631-1 아이엠프라자 701호
SUNRISE태권도장,512-7779,"인천광역시 부평구 삼산동 462-3번지 801,802호"
갈산용인대태권도체육관,519-1116,인천광역시 부평구 갈산동 176-9번지 3층
벧엘태권도체육관,506-1940,인천광역시 부평구 산곡동 311-126번지 현대@상가동 2층
동산태권도,523-0486,인천광역시 부평구 부개동 67-10번지 2층
부마 경희태권도,511-2188,인천광역시 부평구 산곡동 100-30 외2필지(5층)
한울 태권도장,574-3636,인천광역시 서구 가좌동 206-56 (2층)
용인대IS복싱클럽,566-5829,인천광역시 서구 심곡동 280-4번지 쌍용빌딩 3층
멘토 경희대 태권도 교육관,207-9043,"인천광역시 서구 마전동 918-4 오류지구 81블럭1로트외1필지 검단자이2단지 상가 201호, 204호"
탑 유도관,032-562-6589,인천광역시 서구 마전동 606-5번지 검단2지구 45블럭 5롯트 덕안빌딩 지하1층
용인대GX복싱,032-566-6699,"인천광역시 서구 당하동 1028-2번지 장원프라자 308, 309호"
민족무술도장,710-4322,인천광역시 서구 당하동 1030-1 원당지구멀티프라자 301호
청라복싱클럽,561-8686,인천광역시 서구 청라동 162-14번지 청라센트럴프라자 1006호
한국체대 석사 청라태권도장,566-5605,인천광역시 서구 청라동 107-1 한라비발디상가동 203호
경희대 청라 창덕태권도장,566-0804,인천광역시 서구 청라동 104-3 도영프라자 4층
인천대정무태권도장,032-777-7974,인천광역시 동구 금곡동 33-2번지 두손피카디리 2층 209호
한국체대어울림태권도,032-752-2111,인천광역시 중구 운서동 2911-5 201호
경희대 글로벌 파워점핑 태권도장,032-751-5246,인천광역시 중구 중산동 1875-3번지
고려대 인하본관(레드관),032-472-4753,인천광역시 남동구 구월동 23 힐캐슬프라자 308호
인하코리아태권도체육관,032-425-0677,인천광역시 남동구 간석동 51-1
용인대석사태권도장,032-435-1141,인천광역시 남동구 간석동 302-8 대성프라자 401호
고려 참 태권도장,032-425-7781,인천광역시 남동구 간석동 518-24 2층
성리태권도체육관,032-467-7077,인천광역시 남동구 구월동 1183-4
우리아이 NO.1 태권도장,032-442-4423,인천광역시 남동구 논현동 33-31 풍림APT상가 2층
탑 태권도 전문도장,032-431-5020,인천광역시 남동구 구월동 1155-4
엘리트태권도,565-5707,인천광역시 서구 마전동 587
대풍권투체육관,571-0247,인천광역시 서구 석남동 454-23번지 3층
고려태권도장,032-296-7995,인천광역시 부평구 산곡동 148-10번지 한성상가 201호
나래태권도장,529-0907,"인천광역시 부평구 부개동 500-6번지 부개5단지 주공(아)상가 1층 102,103호"
한울찬 태권도장,514-5484,인천광역시 부평구 삼산동 54-2
청일백호태권도,566-7179,인천광역시 서구 청라동 173-1 청라29블럭호반베르디움 301동 201호
고려튼튼태권도,575-7063,"인천광역시 서구 가좌동 42-2 502,503호"
임채동복싱체육관,567-2880,인천광역시 서구 청라동 162-10 진영메디피아 807호
인하코리아태권도장,032-751-2494,인천광역시 중구 운서동 2794-1번지 영종에어포트
용마태권도,516-4229,인천광역시 부평구 청천동 5-5번지 외2필지 영진(아)상가 202호
청라 경희대 창덕태권도장,561-7779,인천광역시 서구 청라동 105-52 3층
청라 태권도장,567-1122,인천광역시 서구 청라동 102-10
가천대 박사 효 태권도,032-562-7740,인천광역시 서구 당하동 1030-9
용인대 태권도장,562-9003,인천광역시 서구 당하동 1029-6
황준철TOP복싱클럽,506-1282,"인천광역시 부평구 삼산동 461-4 미라쥬타워505,506"
기드온태권도장,424-1926,인천광역시 부평구 십정동 166-3번지
천명태권도장,523-5276,인천광역시 부평구 부개동 131-15번지
경희대올림픽태권도장,516-6482,인천광역시 부평구 산곡동 263-22번지
동부비룡체육관,504-9116,인천광역시 부평구 삼산동 60-30번지
대호체육관,032-511-9169,인천광역시 부평구 산곡동 392-1번지 (3층)
경희대유비체육관,502-6262,인천광역시 부평구 산곡동 391-17번지
청우유도관,032-524-7266,인천광역시 부평구 부개동 85-1
수석검도관,528-3989,인천광역시 부평구 산곡동 369-246번지
대호태권도,524-8924,인천광역시 부평구 부개동 353-3번지
용인대백호태권도,515-5073,인천광역시 부평구 산곡동 409-5번지
체대필체육관,032-501-0754,인천광역시 부평구 부평동 127-1번지
경희대 석사 태권나라 태권도장,032-515-3377,인천광역시 부평구 청천동 200번지 금호타운1차상가
경희대금성태권도장,516-0951,인천광역시 부평구 갈산동 367-3번지 4층
에이스태권도,031-866-5062,"경기도 동두천시 생연동 342-5번지 에이스상가 303, 304호"
용인대 에이스 태권도,031-313-4133,경기도 시흥시 매화동 276-9
강철체육관(태권도),031-404-7973,경기도 시흥시 대야동 562-2 204호
세종태양체육관,867-4175,경기도 동두천시 광암동 484-3번지 한성상가 3층
태양태권도장,862-2094,경기도 동두천시 보산동 407-46번지
동원 태권 스쿨,031-585-8345,경기도 가평군 조종면 현리 231-17 미림이네
경희대 여명태권도장,031-317-6104,경기도 시흥시 하상동 205-2
가평유도체육관,031-582-2353,경기도 가평군 가평읍 대곡리 173-7번지
해동검도 가평본관,031-581-5730,경기도 가평군 가평읍 읍내리 506-6
설악현무도장,031-584-8201,경기도 가평군 설악면 신천리 443-7
용인대태권도아카데미,031-581-5577,경기도 가평군 가평읍 읍내리 584-7
용인대 활기찬 태권도장,859-7942,경기도 동두천시 지행동 719-1번지 개림프라자 702호
한성비호 태권도장,861-8883,경기도 동두천시 지행동 693-2번지 생연프라자 801호
상패 태권도,857-1141,경기도 동두천시 상패동 53-14번지 2층
합기도 용두관,865-3793,경기도 동두천시 생연동 641-1번지
튼튼체육관,031-582-6943,경기도 가평군 가평읍 읍내리 329-21
충효체육관,031-582-9466,경기도 가평군 가평읍 읍내리 493-6
스타복싱클럽,838-7989,경기도 동두천시 생연동 611-99번지 3층
혜성운암태권도장,031-581-5454,경기도 가평군 가평읍 대곡리 285-9
베스트세심태권도,857-7777,경기도 동두천시 송내동 665-9번지 2층
고려백호태권도장,857-2889,경기도 동두천시 지행동 691-5번지 영스포츠센터 404호
한양대 송라 태권도장,031-584-4195,경기도 가평군 청평면 청평리 470-13
힘찬체육도장,031-584-4062,경기도 가평군 조종면 현리 283-3
동두천 유도체육관,861-6164,경기도 동두천시 생연동 660-50번지 3층
한국체대 석사태권도,031-857-0888,경기도 동두천시 지행동 329번지 2층 201호
대한합기도해동검도화랑관,865-8408,경기도 동두천시 생연동 559-12번지
현무관(검도),868-3691,경기도 동두천시 생연동 619-3번지
분당태권도장,031-701-3569,경기도 성남시 분당구 서현동 89-7번지 211호
송현멘토태권도장,031-8016-1230,경기도 성남시 분당구 삼평동 720번지 스타식스 코아2 502호
명지체육관,031-582-9337,경기도 가평군 가평읍 대곡리 232-1번지
"궁중무술,합기도 가람체육관",031-584-3070,경기도 가평군 청평면 청평리 416
화랑태권도체육관,031-584-6378,경기도 가평군 청평면 청평리 403-10
그린 태권도장,031-707-3408,경기도 성남시 분당구 운중동 936번지 (주) KT서판교분기국사옥
분당W복싱센터,031-703-9030,경기도 성남시 분당구 서현동 89번지 서현파크프라자 301호
서현태권도장,031-702-9981,"경기도 성남시 분당구 서현동 311번지 미래타운 B상가 212호,213호"
임하식 권투최육관,031-741-0262,경기도 성남시 수정구 신흥동 3774번지
서운태권도장,031-673-4326,경기도 안성시 서운면 동촌리 121-4번지
한얼태권도장,031-618-7877,경기도 안성시 공도읍 양기리 353-1번지 송정아파트상가 303호
정호 태권도 체육관,031-618-1053,경기도 안성시 공도읍 마정리 112-28번지
용인대 일죽태권도,031-672-9992,경기도 안성시 일죽면 송천리 244-5번지
용인대 리더스 정도장,031-674-4878,경기도 안성시 일죽면 주천리 469-17번지
용인대석사 백호태권도,031-655-7676,경기도 안성시 공도읍 용두리 104-6번지
태비태권도장,031-711-4008,경기도 성남시 분당구 수내동 63-2번지 동신코아 4층 415호 416호
키즈석사태권도,714-4435,경기도 성남시 분당구 정자동 12-1 지앤느빌딩 402호
분당 신성 태권 도장,031-711-3376,경기도 성남시 분당구 수내동 32 양지마을 601동 청구상가 201호
백룡태권도장,031-717-7166,경기도 성남시 분당구 금곡동 192 두산위브센트로상가 109동 302호
야탑검도관,031-708-2999,경기도 성남시 분당구 야탑동 174-4번지 금영빌딩 3층
삼성태권스쿨,747-5557,경기도 성남시 수정구 단대동 67-1번지 3층
리더스태권도클럽,031-715-1130,경기도 성남시 분당구 구미동 222번지 상가동 B09호
판교원 경희대 태권도장,031-8017-4122,경기도 성남시 분당구 판교동 577-2번지 이수프라자 401호
용인대석사태권도,705-8883,"경기도 성남시 분당구 이매동 115-5번지 한라프라자 401호,402호"
이매경희태권도장,031-709-8588,"경기도 성남시 분당구 이매동 120-3 청학빌딩 3층 304호,305호"
김광선 복싱체육관,031-711-7572,"경기도 성남시 분당구 수내동 7-1 대덕글로리 506,507호"
고구려 태권도 아카데미,031-751-1950,경기도 성남시 중원구 하대원동 136-3
문무태권도,031-706-9105,"경기도 성남시 분당구 이매동 120-1번지 402,403호"
